"","word","n","exNum"
"5225","uesugi",7,0
"5226","ultimate",7,0
"5227","unacceptable",7,0
"5228","unequivocally",7,0
"5229","uni",7,0
"5230","ventilated",7,0
"5231","ver",7,0
"5232","verbatim",7,0
"5233","veterans",7,0
"5234","vibe",7,0
"5235","victoria",7,0
"5236","viewer",7,0
"5237","vnto",7,0
"5238","voters",7,0
"5239","vous",7,0
"5240","wagons",7,0
"5241","washing",7,0
"5242","weasel",7,0
"5243","woman's",7,0
"5244","workplace",7,0
"5245","worrying",7,0
"5246","would've",7,0
"5247","wouldn't've",7,0
"5248","writings",7,0
"5249","wrongly",7,0
"5250","wwii",7,0
"5251","yaxe",7,0
"5252","yeshua",7,0
"5253","yod",7,0
"5254","a's",6,0
"5255","abandoned",6,0
"5256","aboard",6,0
"5257","absorbed",6,0
"5258","acceptability",6,0
"5259","accidentally",6,0
"5260","accompanied",6,0
"5261","accordance",6,0
"5262","actor",6,0
"5263","adams",6,0
"5264","addendum",6,0
"5265","adj",6,0
"5266","adjacent",6,0
"5267","advisor",6,0
"5268","aesthetic",6,0
"5269","affirmative",6,0
"5270","afterward",6,0
"5271","ahdel",6,0
"5272","aimed",6,0
"5273","aiming",6,0
"5274","alcoholic",6,0
"5275","alt",6,0
"5276","altered",6,0
"5277","amator",6,0
"5278","annoy",6,0
"5279","anonymous",6,0
"5280","apathic",6,0
"5281","apathy",6,0
"5282","aphorism",6,0
"5283","approaching",6,0
"5284","april",6,0
"5285","arms",6,0
"5286","arrogance",6,0
"5287","artefacts",6,0
"5288","aspiring",6,0
"5289","assistance",6,0
"5290","atmosphere",6,0
"5291","attendee",6,0
"5292","attentive",6,0
"5293","attestation",6,0
"5294","attributions",6,0
"5295","au",6,0
"5296","audible",6,0
"5297","automatic",6,0
"5298","awake",6,0
"5299","ba",6,0
"5300","badly",6,0
"5301","baldness",6,0
"5302","barrie",6,0
"5303","bat",6,0
"5304","beeswax",6,0
"5305","begs",6,0
"5306","bell",6,0
"5307","beloved",6,0
"5308","belt",6,0
"5309","benefactive",6,0
"5310","beside",6,0
"5311","biased",6,0
"5312","bigamy",6,0
"5313","bilbo",6,0
"5314","bite",6,0
"5315","blacken",6,0
"5316","blasphemous",6,0
"5317","blunt",6,0
"5318","borrow",6,0
"5319","bothering",6,0
"5320","breaks",6,0
"5321","breathe",6,0
"5322","brick",6,0
"5323","bristol",6,0
"5324","brothers",6,0
"5325","brust",6,0
"5326","burns",6,0
"5327","bytes",6,0
"5328","camera",6,0
"5329","capacity",6,0
"5330","capitalisation",6,0
"5331","carbonate",6,0
"5332","cares",6,0
"5333","carriage",6,0
"5334","cartoons",6,0
"5335","catching",6,0
"5336","caution",6,0
"5337","cds",6,0
"5338","ce",6,0
"5339","chaff",6,0
"5340","chains",6,0
"5341","chaucer",6,0
"5342","checking",6,0
"5343","checks",6,0
"5344","chemical",6,0
"5345","circus",6,0
"5346","claus",6,0
"5347","clergy",6,0
"5348","clicking",6,0
"5349","clinton",6,0
"5350","cmos",6,0
"5351","coat",6,0
"5352","codes",6,0
"5353","coherent",6,0
"5354","coincidence",6,0
"5355","coins",6,0
"5356","colin",6,0
"5357","collect",6,0
"5358","collectively",6,0
"5359","colloquially",6,0
"5360","colored",6,0
"5361","column",6,0
"5362","comedian",6,0
"5363","commit",6,0
"5364","commitment",6,0
"5365","committed",6,0
"5366","competition",6,0
"5367","complaints",6,0
"5368","comprehend",6,0
"5369","compression",6,0
"5370","conceivable",6,0
"5371","conflicting",6,0
"5372","conform",6,0
"5373","conjoined",6,0
"5374","connoisseur",6,0
"5375","considers",6,0
"5376","constant",6,0
"5377","contention",6,0
"5378","continent",6,0
"5379","continuity",6,0
"5380","contributing",6,0
"5381","contributions",6,0
"5382","convert",6,0
"5383","conveyed",6,0
"5384","conveying",6,0
"5385","convict",6,0
"5386","cori",6,0
"5387","cowardly",6,0
"5388","crashing",6,0
"5389","creed",6,0
"5390","crucial",6,0
"5391","curbo",6,0
"5392","cure",6,0
"5393","cy",6,0
"5394","cylinder",6,0
"5395","damn",6,0
"5396","damned",6,0
"5397","darkness",6,0
"5398","decides",6,0
"5399","deeper",6,0
"5400","deeply",6,0
"5401","defend",6,0
"5402","demands",6,0
"5403","demonstrating",6,0
"5404","depicted",6,0
"5405","descriptivist",6,0
"5406","deserve",6,0
"5407","desktop",6,0
"5408","devices",6,0
"5409","diamond",6,0
"5410","dies",6,0
"5411","disabled",6,0
"5412","discouraged",6,0
"5413","discover",6,0
"5414","dishonest",6,0
"5415","disingenuous",6,0
"5416","dismiss",6,0
"5417","dismissed",6,0
"5418","disregard",6,0
"5419","distinctive",6,0
"5420","distinguishes",6,0
"5421","distraction",6,0
"5422","district",6,0
"5423","divide",6,0
"5424","divine",6,0
"5425","divorce",6,0
"5426","divorced",6,0
"5427","docs",6,0
"5428","dominated",6,0
"5429","dotless",6,0
"5430","doublets",6,0
"5431","downvoting",6,0
"5432","drugs",6,0
"5433","dupe",6,0
"5434","easter",6,0
"5435","economical",6,0
"5436","elaine",6,0
"5437","election",6,0
"5438","elevated",6,0
"5439","elite",6,0
"5440","elizabeth",6,0
"5441","emerged",6,0
"5442","employee",6,0
"5443","eng",6,0
"5444","enjoys",6,0
"5445","ent",6,0
"5446","enthusiast",6,0
"5447","entrances",6,0
"5448","environments",6,0
"5449","episodes",6,0
"5450","ernie",6,0
"5451","err",6,0
"5452","ess",6,0
"5453","establish",6,0
"5454","establishment",6,0
"5455","estimate",6,0
"5456","euphemistic",6,0
"5457","excluding",6,0
"5458","expanding",6,0
"5459","expectation",6,0
"5460","extends",6,0
"5461","extensive",6,0
"5462","extract",6,0
"5463","eyed",6,0
"5464","fallen",6,0
"5465","farm",6,0
"5466","fatigue",6,0
"5467","favors",6,0
"5468","favourite",6,0
"5469","fi",6,0
"5470","finishing",6,0
"5471","fitting",6,0
"5472","flag",6,0
"5473","flavour",6,0
"5474","floating",6,0
"5475","fluids",6,0
"5476","fodder",6,0
"5477","fodor",6,0
"5478","forgive",6,0
"5479","formulation",6,0
"5480","fortunately",6,0
"5481","founded",6,0
"5482","fraction",6,0
"5483","frankly",6,0
"5484","functional",6,0
"5485","gang",6,0
"5486","gases",6,0
"5487","gathering",6,0
"5488","generated",6,0
"5489","geometric",6,0
"5490","gift",6,0
"5491","glib",6,0
"5492","glossary",6,0
"5493","goats",6,0
"5494","goose",6,0
"5495","gotta",6,0
"5496","gotten",6,0
"5497","grades",6,0
"5498","grams",6,0
"5499","grouping",6,0
"5500","guessing",6,0
"5501","guidance",6,0
"5502","guilt",6,0
"5503","hal",6,0
"5504","hall",6,0
"5505","handles",6,0
"5506","hanging",6,0
"5507","happily",6,0
"5508","harold",6,0
"5509","hazard",6,0
"5510","hc",6,0
"5511","heck",6,0
"5512","hide",6,0
"5513","hiding",6,0
"5514","highway",6,0
"5515","hip",6,0
"5516","hobby",6,0
"5517","holder",6,0
"5518","horn",6,0
"5519","hu",6,0
"5520","huddleston",6,0
"5521","hugo",6,0
"5522","hw",6,0
"5523","hydrogen",6,0
"5524","hyphenating",6,0
"5525","identification",6,0
"5526","identifying",6,0
"5527","idiots",6,0
"5528","ilsa",6,0
"5529","imagining",6,0
"5530","implementation",6,0
"5531","import",6,0
"5532","imported",6,0
"5533","improvements",6,0
"5534","inch",6,0
"5535","incredible",6,0
"5536","indict",6,0
"5537","infer",6,0
"5538","inferred",6,0
"5539","informative",6,0
"5540","inserting",6,0
"5541","insight",6,0
"5542","instruction",6,0
"5543","instrument",6,0
"5544","intense",6,0
"5545","intentional",6,0
"5546","intentioned",6,0
"5547","interrupting",6,0
"5548","introductory",6,0
"5549","invariably",6,0
"5550","inverted",6,0
"5551","investigation",6,0
"5552","invitation",6,0
"5553","invoke",6,0
"5554","izkata",6,0
"5555","ja",6,0
"5556","jarring",6,0
"5557","jerk",6,0
"5558","jet",6,0
"5559","johnny",6,0
"5560","joined",6,0
"5561","jonathan",6,0
"5562","judged",6,0
"5563","julius",6,0
"5564","kate",6,0
"5565","keen",6,0
"5566","kenshin",6,0
"5567","kipling's",6,0
"5568","knee",6,0
"5569","korean",6,0
"5570","kosmonaut",6,0
"5571","lands",6,0
"5572","laughed",6,0
"5573","lawler",6,0
"5574","lawn",6,0
"5575","layout",6,0
"5576","learner",6,0
"5577","learnt",6,0
"5578","lesser",6,0
"5579","lifted",6,0
"5580","lika",6,0
"5581","likelihood",6,0
"5582","limb",6,0
"5583","linus",6,0
"5584","lion",6,0
"5585","liquids",6,0
"5586","loans",6,0
"5587","lock",6,0
"5588","lover",6,0
"5589","magically",6,0
"5590","magnitude",6,0
"5591","maiden",6,0
"5592","majestic",6,0
"5593","maker",6,0
"5594","mall",6,0
"5595","management",6,0
"5596","manic",6,0
"5597","manuscript",6,0
"5598","mar",6,0
"5599","marginally",6,0
"5600","markets",6,0
"5601","marking",6,0
"5602","markup",6,0
"5603","mashed",6,0
"5604","matching",6,0
"5605","mature",6,0
"5606","maule",6,0
"5607","measuring",6,0
"5608","meats",6,0
"5609","memes",6,0
"5610","memo",6,0
"5611","memorize",6,0
"5612","messy",6,0
"5613","metaphoric",6,0
"5614","mexico",6,0
"5615","michigan",6,0
"5616","milan",6,0
"5617","mildly",6,0
"5618","minced",6,0
"5619","mindset",6,0
"5620","mins",6,0
"5621","mobile",6,0
"5622","mod",6,0
"5623","monocephalous",6,0
"5624","monocephalus",6,0
"5625","morpheme",6,0
"5626","motto",6,0
"5627","mrs",6,0
"5628","mt",6,0
"5629","mud",6,0
"5630","multitasking",6,0
"5631","myopic",6,0
"5632","mystery",6,0
"5633","naming",6,0
"5634","nettle",6,0
"5635","niche",6,0
"5636","nobel",6,0
"5637","nod",6,0
"5638","nohat's",6,0
"5639","nonsensical",6,0
"5640","nose",6,0
"5641","nps",6,0
"5642","nt",6,0
"5643","nuanced",6,0
"5644","nuances",6,0
"5645","nuts",6,0
"5646","objection",6,0
"5647","objectives",6,0
"5648","observations",6,0
"5649","observer",6,0
"5650","observes",6,0
"5651","observing",6,0
"5652","offering",6,0
"5653","olympic",6,0
"5654","om",6,0
"5655","onelook",6,0
"5656","ongoing",6,0
"5657","openly",6,0
"5658","opera",6,0
"5659","opponents",6,0
"5660","opportunities",6,0
"5661","opt",6,0
"5662","ordered",6,0
"5663","organs",6,0
"5664","ous",6,0
"5665","outfit",6,0
"5666","outright",6,0
"5667","ownership",6,0
"5668","owns",6,0
"5669","pacific",6,0
"5670","pairings",6,0
"5671","paris",6,0
"5672","parsed",6,0
"5673","paywall",6,0
"5674","pc",6,0
"5675","pel",6,0
"5676","pencils",6,0
"5677","penis",6,0
"5678","perceive",6,0
"5679","permanent",6,0
"5680","phenomenal",6,0
"5681","phonemic",6,0
"5682","photo",6,0
"5683","pic",6,0
"5684","piquant",6,0
"5685","placement",6,0
"5686","planned",6,0
"5687","pluralize",6,0
"5688","po",6,0
"5689","polyandry",6,0
"5690","pony",6,0
"5691","portrayed",6,0
"5692","pos",6,0
"5693","pound",6,0
"5694","pr",6,0
"5695","predates",6,0
"5696","preparation",6,0
"5697","prescriptivism",6,0
"5698","preserved",6,0
"5699","primitive",6,0
"5700","privative",6,0
"5701","prize",6,0
"5702","probable",6,0
"5703","professions",6,0
"5704","profile",6,0
"5705","progression",6,0
"5706","proportion",6,0
"5707","pros",6,0
"5708","prosecutor",6,0
"5709","protest",6,0
"5710","pub",6,0
"5711","publicly",6,0
"5712","publishers",6,0
"5713","publishing",6,0
"5714","punished",6,0
"5715","puzzled",6,0
"5716","quaint",6,0
"5717","qualification",6,0
"5718","qualifying",6,0
"5719","quandary",6,0
"5720","quarters",6,0
"5721","quit",6,0
"5722","quotations",6,0
"5723","quoter",6,0
"5724","rabbits",6,0
"5725","raises",6,0
"5726","recite",6,0
"5727","recommendation",6,0
"5728","regdwig",6,0
"5729","registration",6,0
"5730","rely",6,0
"5731","remind",6,0
"5732","reporting",6,0
"5733","resolve",6,0
"5734","reveal",6,0
"5735","reversed",6,0
"5736","rhymes",6,0
"5737","rings",6,0
"5738","ripe",6,0
"5739","ritual",6,0
"5740","robbery",6,0
"5741","robin",6,0
"5742","rocks",6,0
"5743","roi",6,0
"5744","ron",6,0
"5745","rotation",6,0
"5746","routine",6,0
"5747","rush",6,0
"5748","sailed",6,0
"5749","sanctions",6,0
"5750","sauce",6,0
"5751","schedule",6,0
"5752","scorn",6,0
"5753","scotsman",6,0
"5754","script",6,0
"5755","secretary",6,0
"5756","sections",6,0
"5757","sector",6,0
"5758","seeking",6,0
"5759","sensation",6,0
"5760","sensitive",6,0
"5761","separation",6,0
"5762","serue",6,0
"5763","sextuple",6,0
"5764","shakespeare's",6,0
"5765","ships",6,0
"5766","shortly",6,0
"5767","shoulda",6,0
"5768","sich",6,0
"5769","sight",6,0
"5770","signature",6,0
"5771","silence",6,0
"5772","similarity",6,0
"5773","simplified",6,0
"5774","sirs",6,0
"5775","sixth",6,0
"5776","slate",6,0
"5777","slowly",6,0
"5778","smallest",6,0
"5779","smoke",6,0
"5780","smooth",6,0
"5781","soul",6,0
"5782","spare",6,0
"5783","speaker's",6,0
"5784","speeches",6,0
"5785","spivak",6,0
"5786","springtime",6,0
"5787","standpoint",6,0
"5788","statistics",6,0
"5789","stats",6,0
"5790","stein",6,0
"5791","stolen",6,0
"5792","stream",6,0
"5793","structural",6,0
"5794","stuart",6,0
"5795","stuffy",6,0
"5796","subculture",6,0
"5797","subsequently",6,0
"5798","suburban",6,0
"5799","succinct",6,0
"5800","suck",6,0
"5801","sugarcoat",6,0
"5802","sung",6,0
"5803","super",6,0
"5804","superlative",6,0
"5805","surfing",6,0
"5806","susan",6,0
"5807","swimmers",6,0
"5808","switched",6,0
"5809","syllabic",6,0
"5810","symbolic",6,0
"5811","tac",6,0
"5812","takeda",6,0
"5813","tape",6,0
"5814","tart",6,0
"5815","te",6,0
"5816","technological",6,0
"5817","tedious",6,0
"5818","teeming",6,0
"5819","teenagers",6,0
"5820","tensed",6,0
"5821","territory",6,0
"5822","thereby",6,0
"5823","thereof",6,0
"5824","threshold",6,0
"5825","thursday",6,0
"5826","thyself",6,0
"5827","tony",6,0
"5828","toople",6,0
"5829","trace",6,0
"5830","trial",6,0
"5831","truck",6,0
"5832","turkish",6,0
"5833","typographical",6,0
"5834","umbrella",6,0
"5835","unchanged",6,0
"5836","uncheck",6,0
"5837","understatement",6,0
"5838","undertone",6,0
"5839","undesirable",6,0
"5840","uneducated",6,0
"5841","unnecessarily",6,0
"5842","unsatisfactory",6,0
"5843","unwilling",6,0
"5844","usu",6,0
"5845","utility",6,0
"5846","uttered",6,0
"5847","vacation",6,0
"5848","val",6,0
"5849","vehicles",6,0
"5850","vented",6,0
"5851","verse",6,0
"5852","vertical",6,0
"5853","victorian",6,0
"5854","visible",6,0
"5855","vocal",6,0
"5856","vocative",6,0
"5857","vodka",6,0
"5858","walks",6,0
"5859","wanner",6,0
"5860","washers",6,0
"5861","wearing",6,0
"5862","whereby",6,0
"5863","whites",6,0
"5864","wire",6,0
"5865","wives",6,0
"5866","womp",6,0
"5867","worded",6,0
"5868","worms",6,0
"5869","worshyp",6,0
"5870","worthy",6,0
"5871","xing",6,0
"5872","yacht",6,0
"5873","yahoo",6,0
"5874","yea",6,0
"5875","year's",6,0
"5876","yeshu",6,0
"5877","yourdictionary",6,0
"5878","yu",6,0
"5879","zebra",6,0
"5880","zoh",6,0
"5881","zombie",6,0
"5882","abbott",5,0
"5883","abc",5,0
"5884","abraham",5,0
"5885","accented",5,0
"5886","accepts",5,0
"5887","acknowledges",5,0
"5888","acted",5,0
"5889","advises",5,0
"5890","aerated",5,0
"5891","aff",5,0
"5892","affair",5,0
"5893","aged",5,0
"5894","agency",5,0
"5895","ainlif",5,0
"5896","airborne",5,0
"5897","akihito",5,0
"5898","alert",5,0
"5899","allegedly",5,0
"5900","allophone",5,0
"5901","alluded",5,0
"5902","alphabets",5,0
"5903","ambiguities",5,0
"5904","ambitions",5,0
"5905","amy",5,0
"5906","anachronistic",5,0
"5907","analyzed",5,0
"5908","anglophone",5,0
"5909","annoys",5,0
"5910","apa",5,0
"5911","apologize",5,0
"5912","apology",5,0
"5913","appealing",5,0
"5914","appointment",5,0
"5915","appositive",5,0
"5916","appreciated",5,0
"5917","appreciation",5,0
"5918","apprentice",5,0
"5919","approved",5,0
"5920","approximant",5,0
"5921","arch",5,0
"5922","architects",5,0
"5923","arguable",5,0
"5924","arrested",5,0
"5925","ashamed",5,0
"5926","associates",5,0
"5927","assurance",5,0
"5928","athens",5,0
"5929","athletic",5,0
"5930","attach",5,0
"5931","attitudes",5,0
"5932","attracted",5,0
"5933","aug",5,0
"5934","august",5,0
"5935","auxiliaries",5,0
"5936","averse",5,0
"5937","axed",5,0
"5938","b's",5,0
"5939","backward",5,0
"5940","balloon",5,0
"5941","battles",5,0
"5942","bead",5,0
"5943","befuddle",5,0
"5944","beings",5,0
"5945","benefits",5,0
"5946","bigotry",5,0
"5947","bimonthly",5,0
"5948","bipartisan",5,0
"5949","bipolar",5,0
"5950","biscuit",5,0
"5951","bitter",5,0
"5952","blade",5,0
"5953","bland",5,0
"5954","blend",5,0
"5955","boil",5,0
"5956","boiled",5,0
"5957","bombing",5,0
"5958","borders",5,0
"5959","boulder",5,0
"5960","bounty",5,0
"5961","brawn",5,0
"5962","breakdown",5,0
"5963","brevity",5,0
"5964","broader",5,0
"5965","bron",5,0
"5966","brow",5,0
"5967","brush",5,0
"5968","bs",5,0
"5969","bucket",5,0
"5970","bug",5,0
"5971","buildings",5,0
"5972","bun",5,0
"5973","bunking",5,0
"5974","butter",5,0
"5975","buys",5,0
"5976","cafe",5,0
"5977","caliente",5,0
"5978","canonical",5,0
"5979","cant",5,0
"5980","cape",5,0
"5981","capitals",5,0
"5982","carl",5,0
"5983","carried",5,0
"5984","catalan",5,0
"5985","catchy",5,0
"5986","cathy",5,0
"5987","celebrate",5,0
"5988","celebrated",5,0
"5989","cells",5,0
"5990","cents",5,0
"5991","cheek",5,0
"5992","cheque",5,0
"5993","chew",5,0
"5994","chili",5,0
"5995","chocolate",5,0
"5996","choster",5,0
"5997","christianity",5,0
"5998","chuck",5,0
"5999","cilantro",5,0
"6000","civilian",5,0
"6001","clam",5,0
"6002","clarifies",5,0
"6003","clients",5,0
"6004","cm",5,0
"6005","cnn",5,0
"6006","coalescent",5,0
"6007","cod",5,0
"6008","coffin",5,0
"6009","cognitive",5,0
"6010","coha",5,0
"6011","colloq",5,0
"6012","colorful",5,0
"6013","columns",5,0
"6014","combines",5,0
"6015","commentators",5,0
"6016","communications",5,0
"6017","company's",5,0
"6018","compatible",5,0
"6019","composer",5,0
"6020","composition",5,0
"6021","compromise",5,0
"6022","conceivably",5,0
"6023","concert",5,0
"6024","concord",5,0
"6025","condemned",5,0
"6026","congress",5,0
"6027","conscience",5,0
"6028","consent",5,0
"6029","consequent",5,0
"6030","consuming",5,0
"6031","container",5,0
"6032","contextual",5,0
"6033","continuant",5,0
"6034","continuing",5,0
"6035","contradiction",5,0
"6036","contrasted",5,0
"6037","contrastive",5,0
"6038","contribute",5,0
"6039","contributes",5,0
"6040","controlled",5,0
"6041","cookies",5,0
"6042","coordination",5,0
"6043","copied",5,0
"6044","copies",5,0
"6045","corner",5,0
"6046","couch",5,0
"6047","coulda",5,0
"6048","crashed",5,0
"6049","creature",5,0
"6050","credible",5,0
"6051","crew",5,0
"6052","cricket",5,0
"6053","crickets",5,0
"6054","critique",5,0
"6055","crompton",5,0
"6056","crossed",5,0
"6057","crying",5,0
"6058","crystal",5,0
"6059","cube",5,0
"6060","curved",5,0
"6061","cute",5,0
"6062","cyclic",5,0
"6063","danbron",5,0
"6064","dangling",5,0
"6065","debt",5,0
"6066","deck",5,0
"6067","declaration",5,0
"6068","dee",5,0
"6069","deer",5,0
"6070","def",5,0
"6071","defeated",5,0
"6072","defer",5,0
"6073","delivered",5,0
"6074","delivery",5,0
"6075","demanding",5,0
"6076","democrat",5,0
"6077","des",5,0
"6078","designs",5,0
"6079","desires",5,0
"6080","dialectal",5,0
"6081","dickens",5,0
"6082","dif",5,0
"6083","differentiated",5,0
"6084","difficulties",5,0
"6085","dike",5,0
"6086","disambiguation",5,0
"6087","discusses",5,0
"6088","dismissive",5,0
"6089","disparaging",5,0
"6090","dispute",5,0
"6091","distasteful",5,0
"6092","divided",5,0
"6093","doceng",5,0
"6094","documentation",5,0
"6095","donald",5,0
"6096","dont",5,0
"6097","doubling",5,0
"6098","douglas",5,0
"6099","downplaying",5,0
"6100","downside",5,0
"6101","dream",5,0
"6102","drops",5,0
"6103","duda",5,0
"6104","duke",5,0
"6105","dumb",5,0
"6106","duration",5,0
"6107","dynasty",5,0
"6108","earning",5,0
"6109","eee",5,0
"6110","einstein",5,0
"6111","ejaculate",5,0
"6112","elected",5,0
"6113","elf",5,0
"6114","embrace",5,0
"6115","emotions",5,0
"6116","employ",5,0
"6117","endeavor",5,0
"6118","endorse",5,0
"6119","endorsed",5,0
"6120","endure",5,0
"6121","engage",5,0
"6122","enlightening",5,0
"6123","entering",5,0
"6124","entertaining",5,0
"6125","enthusiasm",5,0
"6126","enthusiastic",5,0
"6127","epic",5,0
"6128","ers",5,0
"6129","escaped",5,0
"6130","escapes",5,0
"6131","essays",5,0
"6132","etymologies",5,0
"6133","evaluators",5,0
"6134","exclusive",5,0
"6135","execution",5,0
"6136","exit",5,0
"6137","expanded",5,0
"6138","expands",5,0
"6139","expansion",5,0
"6140","expectations",5,0
"6141","expects",5,0
"6142","experiment",5,0
"6143","explanatory",5,0
"6144","extending",5,0
"6145","extraordinary",5,0
"6146","fable",5,0
"6147","fabulous",5,0
"6148","factory",5,0
"6149","fada",5,0
"6150","famously",5,0
"6151","fantasy",5,0
"6152","fare",5,0
"6153","farmer",5,0
"6154","farthing",5,0
"6155","faucet",5,0
"6156","favored",5,0
"6157","favorites",5,0
"6158","favours",5,0
"6159","fbi",5,0
"6160","feast",5,0
"6161","february",5,0
"6162","federal",5,0
"6163","feedback",5,0
"6164","feudal",5,0
